"ACS16:B24124. Detailed Occupation for the Full-Time, Year-Round Civilian Employed Population 16 Years and Over"			
Diagnostic Related Technologists and Technicians	"174,907"	0.40%	"4,221.21"
Emergency Medical Technicians and Paramedics	"53,034"	0.10%	"2,486.06"
Health Practitioner Support Technologists and Technicians	"341,783"	0.70%	"6,636.36"
Licensed Practical and Licensed Vocational Nurses	"524,832"	1.10%	"8,158.79"
Medical Records and Health Information Technicians	"133,364"	0.30%	"3,407.88"
"Opticians, Dispensing"	"34,322"	0.10%	"2,033.94"
Miscellaneous Health Technologists and Technicians	"60,278"	0.10%	"2,166.67"
Other Healthcare Practitioners and Technical Occupations	"46,554"	0.10%	"2,040"
"Nursing, Psychiatric, and Home Health Aides"	"1,081,522"	2.40%	"12,809.70"
Occupational Therapy Assistants and Aides	"11,641"	0.00%	869.7
Physical Therapist Assistants and Aides	"39,901"	0.10%	"1,898.18"
Massage Therapists	"51,099"	0.10%	"2,519.39"
Dental Assistants	"154,859"	0.30%	"3,933.33"
Medical Assistants	"347,579"	0.80%	"6,469.70"
Medical Transcriptionists	"18,944"	0.00%	"1,246.67"
Pharmacy Aides	"16,553"	0.00%	"1,481.82"
Veterinary Assistants and Laboratory Animal Caretakers	"21,793"	0.10%	"1,374.55"
Phlebotomists	"69,886"	0.20%	"2,462.42"
"Healthcare Support Workers, All Other, Including Medical Equipment Preparers"	"70,910"	0.20%	"2,354.55"
First-Line Supervisors of Correctional Officers	"15,672"	0.00%	"1,203.64"
First-Line Supervisors of Police and Detectives	"15,402"	0.00%	"1,163.64"
First-Line Supervisors of Fire Fighting and Prevention Workers	"1,708"	0.00%	395.76
"First-Line Supervisors of Protective Service Workers, All Other"	"16,833"	0.00%	"1,053.94"
Firefighters	"11,837"	0.00%	"1,092.73"
Fire Inspectors	"2,102"	0.00%	472.73
"Bailiffs, Correctional Officers, and Jailers"	"97,887"	0.20%	"3,483.03"
Detectives and Criminal Investigators	"27,016"	0.10%	"1,827.27"
Fish and Game Wardens	896	0.00%	276.97
Parking Enforcement Workers	"2,401"	0.00%	524.24
Police and Sheriff's Patrol Officers	"86,834"	0.20%	"2,920.61"
Transit and Railroad Police	0	0.00%	116.97
Animal Control Workers	"4,163"	0.00%	694.55
Private Detectives and Investigators	"31,302"	0.10%	"1,772.73"
Security Guards and Gaming Surveillance Officers	"142,357"	0.30%	"4,209.09"
Crossing Guards	"4,553"	0.00%	756.97
Transportation Security Screeners	"10,656"	0.00%	"1,046.06"
"Lifeguards and Other Recreational, and All Other Protective Service Workers"	"8,895"	0.00%	983.64
Chefs and Head Cooks	"70,052"	0.20%	"3,196.36"
First-Line Supervisors of Food Preparation and Serving Workers	"219,260"	0.50%	"5,379.39"
Cooks	"426,805"	0.90%	"7,306.67"
Food Preparation Workers	"191,836"	0.40%	"4,905.45"
Bartenders	"111,727"	0.20%	"3,458.18"
"Combined Food Preparation and Serving Workers, Including Fast Food"	"89,329"	0.20%	"3,264.24"
"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"	"20,422"	0.00%	"1,418.18"
Waiters and Waitresses	"471,196"	1.00%	"7,984.85"
"Food Servers, Nonrestaurant"	"47,334"	0.10%	"2,178.18"
Dining Room and Cafeteria Attendants and Bartender Helpers	"35,045"	0.10%	"2,036.36"
Dishwashers	"18,703"	0.00%	"1,367.88"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"	"38,806"	0.10%	"2,480.61"
"Food Preparation and Serving Related Workers, All Other"	"1,814"	0.00%	326.06
First-Line Supervisors of Housekeeping and Janitorial Workers	"55,916"	0.10%	"2,499.39"
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"	"7,362"	0.00%	886.06
Janitors and Building Cleaners	"416,836"	0.90%	"6,792.12"
Maids and Housekeeping Cleaners	"661,921"	1.40%	"8,826.06"
Pest Control Workers	"3,065"	0.00%	619.39
Grounds Maintenance Workers	"39,735"	0.10%	"2,629.09"
First-Line Supervisors of Gaming Workers	"7,383"	0.00%	901.82
First-Line Supervisors of Personal Service Workers	"48,488"	0.10%	"2,698.18"
Animal Trainers	"15,037"	0.00%	"1,236.36"
Nonfarm Animal Caretakers	"86,341"	0.20%	"3,226.06"
Gaming Services Workers	"27,333"	0.10%	"1,692.12"
Motion Picture Projectionists	238	0.00%	106.06
"Ushers, Lobby Attendants, and Ticket Takers"	"2,656"	0.00%	520
Miscellaneous Entertainment Attendants and Related Workers	"25,927"	0.10%	"1,953.94"
Embalmers and Funeral Attendants	"1,287"	0.00%	314.55
"Morticians, Undertakers, and Funeral Directors"	"8,078"	0.00%	861.21
Barbers	"12,285"	0.00%	912.12
"Hairdressers, Hairstylists, and Cosmetologists"	"395,322"	0.90%	"7,161.82"
Miscellaneous Personal Appearance Workers	"171,255"	0.40%	"5,042.42"
"Baggage Porters, Bellhops, and Concierges"	"12,722"	0.00%	"1,425.45"
Tour and Travel Guides	"6,977"	0.00%	804.24
Childcare Workers	"516,932"	1.10%	"6,516.36"
Personal Care Aides	"560,194"	1.20%	"8,434.55"
Recreation and Fitness Workers	"105,229"	0.20%	"3,063.03"
Residential Advisors	"16,508"	0.00%	"1,245.45"
"Personal Care and Service Workers, All Other"	"36,432"	0.10%	"1,875.76"
First-Line Supervisors of Retail Sales Workers	"1,140,049"	2.50%	"10,977.58"
First-Line Supervisors of Non-Retail Sales Workers	"326,013"	0.70%	"5,701.21"
Cashiers	"726,198"	1.60%	"9,490.91"
Counter and Rental Clerks	"21,808"	0.10%	"1,415.76"
Parts Salespersons	"8,734"	0.00%	855.15
Retail Salespersons	"669,055"	1.50%	"9,698.18"
Advertising Sales Agents	"75,473"	0.20%	"2,809.09"
Insurance Sales Agents	"209,869"	0.50%	"4,269.70"
"Securities, Commodities, and Financial Services Sales Agents"	"56,699"	0.10%	"2,412.12"
Travel Agents	"38,691"	0.10%	"1,833.33"
"Sales Representatives, Services, All Other"	"166,120"	0.40%	"4,400"
"Sales Representatives, Wholesale and Manufacturing"	"304,407"	0.70%	"5,224.24"
"Models, Demonstrators, and Product Promoters"	"8,124"	0.00%	948.48
Real Estate Brokers and Sales Agents	"297,757"	0.70%	"5,938.18"
Sales Engineers	"2,621"	0.00%	486.06
Telemarketers	"25,297"	0.10%	"1,872.73"
"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"	"23,822"	0.10%	"1,812.12"
"Sales and Related Workers, All Other"	"77,681"	0.20%	"2,701.21"
First-Line Supervisors of Office and Administrative Support Workers	"707,504"	1.50%	"7,902.42"
"Switchboard Operators, Including Answering Service"	"14,122"	0.00%	"1,252.12"
Telephone Operators	"17,566"	0.00%	"1,404.24"
"Communications Equipment Operators, All Other"	"4,051"	0.00%	718.18
Bill and Account Collectors	"87,468"	0.20%	"2,909.09"
Billing and Posting Clerks	"350,453"	0.80%	"6,544.24"
"Bookkeeping, Accounting, and Auditing Clerks"	"723,611"	1.60%	"8,155.15"
Gaming Cage Workers	"5,095"	0.00%	818.79
Payroll and Timekeeping Clerks	"114,444"	0.30%	"3,286.67"
Procurement Clerks	"16,119"	0.00%	"1,101.82"
Tellers	"182,764"	0.40%	"4,838.79"
"Financial Clerks, All Other"	"54,806"	0.10%	"2,316.36"
Brokerage Clerks	"3,675"	0.00%	516.36
Correspondence Clerks	"2,322"	0.00%	499.39
"Court, Municipal, and License Clerks"	"49,145"	0.10%	"1,975.76"
"Credit Authorizers, Checkers, and Clerks"	"22,443"	0.10%	"1,576.97"
Customer Service Representatives	"1,158,158"	2.50%	"12,850.91"
"Eligibility Interviewers, Government Programs"	"59,193"	0.10%	"2,521.21"
File Clerks	"106,669"	0.20%	"3,641.82"
"Hotel, Motel, and Resort Desk Clerks"	"57,529"	0.10%	"2,713.94"
"Interviewers, Except Eligibility and Loan"	"71,506"	0.20%	"2,855.76"
"Library Assistants, Clerical"	"26,935"	0.10%	"1,516.97"
Loan Interviewers and Clerks	"90,314"	0.20%	"2,876.36"
New Accounts Clerks	"8,328"	0.00%	876.97
Order Clerks	"50,389"	0.10%	"2,233.94"
"Human Resources Assistants, Except Payroll and Timekeeping"	"34,590"	0.10%	"1,861.21"
Receptionists and Information Clerks	"592,108"	1.30%	"7,910.91"
Reservation and Transportation Ticket Agents and Travel Clerks	"54,947"	0.10%	"2,153.33"
"Information and Record Clerks, All Other"	"59,374"	0.10%	"2,516.36"
Cargo and Freight Agents	"6,070"	0.00%	826.67
Couriers and Messengers	"22,448"	0.10%	"1,524.24"
Dispatchers	"132,139"	0.30%	"3,426.67"
"Meter Readers, Utilities"	"2,701"	0.00%	512.73
Postal Service Clerks	"49,072"	0.10%	"2,140"
Postal Service Mail Carriers	"101,685"	0.20%	"2,871.52"
"Postal Service Mail Sorters, Processors, and Processing Machine Operators"	"25,424"	0.10%	"1,569.70"
"Production, Planning, and Expediting Clerks"	"162,313"	0.40%	"3,976.36"
"Shipping, Receiving, and Traffic Clerks"	"137,022"	0.30%	"3,273.33"
Stock Clerks and Order Fillers	"302,844"	0.70%	"5,729.70"
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"	"27,661"	0.10%	"1,932.73"
Secretaries and Administrative Assistants	"2,107,852"	4.60%	"13,878.79"
Computer Operators	"33,806"	0.10%	"1,827.88"
Data Entry Keyers	"167,536"	0.40%	"4,099.39"
Word Processors and Typists	"166,717"	0.40%	"4,028.48"
Desktop Publishers	535	0.00%	157.58
Insurance Claims and Policy Processing Clerks	"261,715"	0.60%	"5,158.79"
"Mail Clerks and Mail Machine Operators, Except Postal Service"	"25,625"	0.10%	"1,757.58"
"Office Clerks, General"	"696,284"	1.50%	"8,284.24"
"Office Machine Operators, Except Computer"	"16,525"	0.00%	"1,292.73"
Proofreaders and Copy Markers	"3,974"	0.00%	620.61
Statistical Assistants	"8,385"	0.00%	675.15
"Office and Administrative Support Workers, All Other"	"338,297"	0.70%	"5,655.15"
"First-Line Supervisors of Farming, Fishing, and Forestry Workers"	"6,574"	0.00%	769.7
Agricultural Inspectors	"5,538"	0.00%	757.58
Animal Breeders	"1,017"	0.00%	324.24
"Graders and Sorters, Agricultural Products"	"21,342"	0.10%	"1,610.30"
Miscellaneous Agricultural Workers	"71,700"	0.20%	"2,985.45"
Fishing and Hunting Workers	960	0.00%	373.94
Forest and Conservation Workers	"1,447"	0.00%	318.18
Logging Workers	"1,655"	0.00%	432.73
First-Line Supervisors of Construction Trades and Extraction Workers	"20,658"	0.10%	"1,816.97"
Boilermakers	107	0.00%	81.21
"Brickmasons, Blockmasons, and Stonemasons"	428	0.00%	190.91
Carpenters	"16,610"	0.00%	"1,415.15"
"Carpet, Floor, and Tile Installers and Finishers"	"2,232"	0.00%	473.94
"Cement Masons, Concrete Finishers, and Terrazzo Workers"	121	0.00%	113.33
Construction Laborers	"29,887"	0.10%	"2,085.45"
"Paving, Surfacing, and Tamping Equipment Operators"	513	0.00%	252.73
"Operating Engineers and Other Construction Equipment Operators, Including Pile-Driver Operators"	"6,566"	0.00%	874.55
"Drywall Installers, Ceiling Tile Installers, and Tapers"	"2,013"	0.00%	413.33
Electricians	"12,832"	0.00%	"1,153.94"
Glaziers	149	0.00%	87.88
Insulation Workers	"1,260"	0.00%	425.45
"Painters, Construction and Maintenance"	"16,622"	0.00%	"1,331.52"
Paperhangers	636	0.00%	284.24
"Pipelayers, Plumbers, Pipefitters, and Steamfitters"	"7,479"	0.00%	899.39
Plasterers and Stucco Masons	291	0.00%	173.33
Reinforcing Iron and Rebar Workers	0	0.00%	116.97
Roofers	"1,548"	0.00%	473.94
Sheet Metal Workers	"4,076"	0.00%	747.88
Structural Iron and Steel Workers	"1,029"	0.00%	426.67
"Helpers, Construction Trades"	"1,238"	0.00%	453.33
Construction and Building Inspectors	"8,661"	0.00%	950.3
Elevator Installers and Repairers	455	0.00%	255.15
Fence Erectors	838	0.00%	309.7
Hazardous Materials Removal Workers	"4,013"	0.00%	718.18
Highway Maintenance Workers	"2,814"	0.00%	538.18
Rail-Track Laying and Maintenance Equipment Operators	309	0.00%	162.42
Septic Tank Servicers and Sewer Pipe Cleaners	174	0.00%	138.18
"Miscellaneous Construction and Related Workers, Including Solar Photovoltaic Installers"	"2,068"	0.00%	398.79
"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining"	90	0.00%	61.21
"Earth Drillers, Except Oil and Gas"	166	0.00%	152.12
"Explosives Workers, Ordnance Handling Experts, and Blasters"	926	0.00%	313.94
Mining Machine Operators	334	0.00%	174.55
"Roof Bolters, Mining"	0	0.00%	116.97
"Roustabouts, Oil and Gas"	42	0.00%	42.42
Helpers--Extraction Workers	0	0.00%	116.97
Other Extraction Workers	"1,293"	0.00%	372.73
"First-Line Supervisors of Mechanics, Installers, and Repairers"	"16,945"	0.00%	"1,345.45"
"Computer, Automated Teller, and Office Machine Repairers"	"15,644"	0.00%	"1,269.70"
Radio and Telecommunications Equipment Installers and Repairers	"12,423"	0.00%	"1,350.30"
Avionics Technicians	"1,252"	0.00%	370.91
"Electric Motor, Power Tool, and Related Repairers"	881	0.00%	366.67
"Electrical and Electronics Installers and Repairers, Transportation Equipment"	54	0.00%	55.15
"Electrical and Electronics Repairers, Industrial and Utility"	453	0.00%	217.58
"Electronic Equipment Installers and Repairers, Motor Vehicles"	118	0.00%	70.3
Electronic Home Entertainment Equipment Installers and Repairers	"1,309"	0.00%	382.42
Security and Fire Alarm Systems Installers	"1,212"	0.00%	443.64
Aircraft Mechanics and Service Technicians	"6,417"	0.00%	888.48
Automotive Body and Related Repairers	"2,112"	0.00%	396.97
Automotive Glass Installers and Repairers	334	0.00%	131.52
Automotive Service Technicians and Mechanics	"8,776"	0.00%	"1,094.55"
Bus and Truck Mechanics and Diesel Engine Specialists	"2,766"	0.00%	604.85
Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics	"2,791"	0.00%	555.76
Small Engine Mechanics	314	0.00%	130.91
"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"	"1,082"	0.00%	400
Control and Valve Installers and Repairers	633	0.00%	267.88
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"	"4,903"	0.00%	900.61
Home Appliance Repairers	"1,332"	0.00%	425.45
Industrial and Refractory Machinery Mechanics	"11,233"	0.00%	"1,028.48"
"Maintenance and Repair Workers, General"	"12,087"	0.00%	"1,081.82"
"Maintenance Workers, Machinery"	"1,318"	0.00%	440
Millwrights	621	0.00%	258.79
Electrical Power-Line Installers and Repairers	"1,041"	0.00%	321.21
Telecommunications Line Installers and Repairers	"4,965"	0.00%	860
Precision Instrument and Equipment Repairers	"5,153"	0.00%	858.18
"Coin, Vending, and Amusement Machine Servicers and Repairers"	"3,454"	0.00%	570.3
Commercial Divers	184	0.00%	172.73
Locksmiths and Safe Repairers	"1,283"	0.00%	401.82
Manufactured Building and Mobile Home Installers	0	0.00%	116.97
Riggers	135	0.00%	75.76
Signal and Track Switch Repairers	59	0.00%	46.06
"Helpers--Installation, Maintenance, and Repair Workers"	405	0.00%	116.97
"Other Installation, Maintenance, and Repair Workers, Including Wind Turbine Service Technicians"	"10,709"	0.00%	"1,044.24"
First-Line Supervisors of Production and Operating Workers	"159,420"	0.40%	"4,560"
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"	960	0.00%	340.61
"Electrical, Electronics, and Electromechanical Assemblers"	"51,702"	0.10%	"2,198.18"
Engine and Other Machine Assemblers	"1,751"	0.00%	451.52
Structural Metal Fabricators and Fitters	829	0.00%	318.18
Miscellaneous Assemblers and Fabricators	"300,040"	0.70%	"5,403.64"
Bakers	"80,114"	0.20%	"3,075.15"
"Butchers and Other Meat, Poultry, and Fish Processing Workers"	"43,500"	0.10%	"2,110.30"
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"	"2,362"	0.00%	461.82
Food Batchmakers	"35,232"	0.10%	"2,197.58"
Food Cooking Machine Operators and Tenders	"3,112"	0.00%	481.21
"Food Processing Workers, All Other"	"38,177"	0.10%	"1,992.73"
Computer Control Programmers and Operators	"7,492"	0.00%	885.45
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,616"	0.00%	366.06
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"	141	0.00%	80.61
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"	"2,444"	0.00%	507.27
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"	"12,444"	0.00%	"1,073.33"
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	694	0.00%	359.39
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"3,770"	0.00%	576.36
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	871	0.00%	269.7
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"	288	0.00%	196.97
Machinists	"12,850"	0.00%	"1,164.85"
"Metal Furnace Operators, Tenders, Pourers, and Casters"	"2,569"	0.00%	560
"Model Makers and Patternmakers, Metal and Plastic"	596	0.00%	209.7
"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic"	"5,708"	0.00%	863.03
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	213	0.00%	107.88
Tool and Die Makers	746	0.00%	213.94
"Welding, Soldering, and Brazing Workers"	"25,995"	0.10%	"1,544.85"
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"	339	0.00%	138.79
"Layout Workers, Metal and Plastic"	684	0.00%	281.82
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,170"	0.00%	329.09
"Tool Grinders, Filers, and Sharpeners"	170	0.00%	93.33
"Metal Workers and Plastic Workers, All Other"	"68,443"	0.20%	"2,592.73"
Prepress Technicians and Workers	"7,299"	0.00%	650.3
"Printing Workers, Except Prepress Technicians and Workers"	"32,643"	0.10%	"1,939.39"
Laundry and Dry-Cleaning Workers	"69,188"	0.20%	"2,984.24"
"Pressers, Textile, Garment, and Related Materials"	"13,999"	0.00%	"1,236.36"
Sewing Machine Operators	"90,927"	0.20%	"3,326.67"
Shoe and Leather Workers and Repairers	"2,231"	0.00%	444.85
Shoe Machine Operators and Tenders	"1,383"	0.00%	327.88
"Tailors, Dressmakers, and Sewers"	"27,118"	0.10%	"1,558.79"
Textile Bleaching and Dyeing Machine Operators and Tenders	385	0.00%	207.88
"Textile Cutting Machine Setters, Operators, and Tenders"	"2,914"	0.00%	561.82
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"	"3,805"	0.00%	511.52
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"	"5,822"	0.00%	891.52
Fabric and Apparel Patternmakers	"1,746"	0.00%	352.73
Upholsterers	"3,689"	0.00%	620
"Miscellaneous Textile, Apparel, and Furnishings Workers, Including Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"	"5,006"	0.00%	761.21
Cabinetmakers and Bench Carpenters	"2,840"	0.00%	495.76
Furniture Finishers	"1,538"	0.00%	369.7
"Sawing Machine Setters, Operators, and Tenders, Wood"	"2,933"	0.00%	629.7
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"	"3,097"	0.00%	583.64
"Miscellaneous Woodworkers, Including Model Makers and Patternmakers"	"1,999"	0.00%	518.18
"Power Plant Operators, Distributors, and Dispatchers"	"3,317"	0.00%	553.94
Stationary Engineers and Boiler Operators	"2,017"	0.00%	480
Water and Wastewater Treatment Plant and System Operators	"3,254"	0.00%	501.82
Miscellaneous Plant and System Operators	"2,236"	0.00%	468.48
"Chemical Processing Machine Setters, Operators, and Tenders"	"4,722"	0.00%	752.12
"Crushing, Grinding, Polishing, Mixing, and Blending Workers"	"8,170"	0.00%	948.48
Cutting Workers	"9,809"	0.00%	932.12
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"	"3,808"	0.00%	615.76
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"	"1,665"	0.00%	393.33
"Inspectors, Testers, Sorters, Samplers, and Weighers"	"252,169"	0.60%	"5,641.82"
Jewelers and Precious Stone and Metal Workers	"8,352"	0.00%	"1,047.27"
"Medical, Dental, and Ophthalmic Laboratory Technicians"	"28,120"	0.10%	"1,535.76"
Packaging and Filling Machine Operators and Tenders	"110,075"	0.20%	"3,173.33"
Painting Workers	"15,275"	0.00%	"1,337.58"
Photographic Process Workers and Processing Machine Operators	"7,989"	0.00%	895.76
Semiconductor Processors	538	0.00%	187.88
Adhesive Bonding Machine Operators and Tenders	"2,906"	0.00%	477.58
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"	898	0.00%	301.82
Cooling and Freezing Equipment Operators and Tenders	303	0.00%	122.42
Etchers and Engravers	"2,042"	0.00%	446.06
"Molders, Shapers, and Casters, Except Metal and Plastic"	"2,803"	0.00%	491.52
"Paper Goods Machine Setters, Operators, and Tenders"	"6,075"	0.00%	903.64
Tire Builders	"1,029"	0.00%	267.27
Helpers--Production Workers	"4,489"	0.00%	641.21
"Production Workers, All Other"	"249,498"	0.50%	"5,079.39"
Supervisors of Transportation and Material Moving Workers	"39,312"	0.10%	"1,923.64"
Aircraft Pilots and Flight Engineers	"6,281"	0.00%	864.24
Air Traffic Controllers and Airfield Operations Specialists	"5,299"	0.00%	744.85
Flight Attendants	"37,953"	0.10%	"2,599.39"
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"	"1,789"	0.00%	355.76
Bus Drivers	"101,735"	0.20%	"3,554.55"
Driver/Sales Workers and Truck Drivers	"124,696"	0.30%	"4,490.91"
Taxi Drivers and Chauffeurs	"36,601"	0.10%	"1,892.12"
"Motor Vehicle Operators, All Other"	"2,699"	0.00%	583.64
Locomotive Engineers and Operators	"2,206"	0.00%	533.94
"Railroad Brake, Signal, and Switch Operators"	236	0.00%	177.58
Railroad Conductors and Yardmasters	"2,616"	0.00%	453.33
"Subway, Streetcar, and Other Rail Transportation Workers"	"1,841"	0.00%	456.36
Sailors and Marine Oilers	"1,572"	0.00%	473.94
Ship and Boat Captains and Operators	"1,073"	0.00%	316.97
Ship Engineers	313	0.00%	278.79
Bridge and Lock Tenders	347	0.00%	187.88
Parking Lot Attendants	"6,029"	0.00%	943.03
Automotive and Watercraft Service Attendants	"7,043"	0.00%	858.18
Transportation Inspectors	"5,010"	0.00%	756.36
"Transportation Attendants, Except Flight Attendants"	"8,143"	0.00%	"1,107.88"
Other Transportation Workers	"2,949"	0.00%	666.67
Conveyor Operators and Tenders	980	0.00%	339.39
Crane and Tower Operators	"1,518"	0.00%	441.82
"Dredge, Excavating, and Loading Machine Operators"	380	0.00%	245.45
Hoist and Winch Operators	203	0.00%	154.55
Industrial Truck and Tractor Operators	"36,046"	0.10%	"2,137.58"
Cleaners of Vehicles and Equipment	"32,510"	0.10%	"2,125.45"
"Laborers and Freight, Stock, and Material Movers, Hand"	"232,992"	0.50%	"4,723.03"
Machine Feeders and Offbearers	"6,642"	0.00%	649.09
"Packers and Packagers, Hand"	"163,998"	0.40%	"4,881.21"
Pumping Station Operators	623	0.00%	280
Refuse and Recyclable Material Collectors	"6,319"	0.00%	812.73
Mine Shuttle Car Operators	10	0.00%	11.52
"Tank Car, Truck, and Ship Loaders"	43	0.00%	37.58
"Material Moving Workers, All Other"	"4,594"	0.00%	621.21
			
			
			
			
			
Note:			
"For data sources, citations and notes please take a look at sheet in this workbook titled 'Sources & Notes.'"			
© Social Explorer 2005-2017			
